275.55;0.00
272.15;8.38
266.36;19.41
262.60;27.07
254.66;39.32
240.51;41.54
212.97;110.55
179.47;95.27
160.51;80.23
137.58;52.18
139.80;-52.04
181.42;-93.74
246.08;-21.84
253.20;-17.60
259.51;-11.41
-93.35;-94.44
-19.49;-82.16
-10.10;-90.86
1.91;-93.68
9.38;-93.24
19.09;-91.06
25.08;-89.50
35.79;-88.06
126.28;-130.44
133.37;-88.75
127.39;-49.83
113.80;-1.28
99.79;20.78
52.86;40.95
16.81;40.37
-6.39;40.48
-39.24;28.37
-14.99;-37.71
-9.67;-53.56
3.54;-62.76
219.32;-105.46
216.19;-93.72
209.91;-88.21
207.04;-78.57
206.25;-68.69
170.16;27.87
129.89;16.97
95.54;-6.68
68.64;-39.06
104.04;-86.48
79.02;-117.62
93.59;-148.92
115.73;-174.43
143.87;-193.07
176.55;-206.75
212.33;-203.14
242.78;-184.77
248.55;-146.43
235.99;138.01
226.85;134.34
214.58;132.99
207.50;128.73
201.48;123.32
