109.99;0.00
106.85;12.87
100.64;24.34
133.47;98.31
101.80;86.88
61.90;88.46
42.68;60.54
24.94;48.03
9.71;32.04
-46.38;18.85
-39.93;-45.03
87.80;-70.55
108.47;-58.83
126.41;-43.66
95.96;32.86
113.16;116.62
73.57;96.03
47.41;78.84
32.67;55.42
18.81;39.13
9.25;20.08
-45.02;-4.78
-29.31;-53.41
112.99;-57.48
129.00;-39.74
141.41;-19.38
161.19;4.69
193.53;47.28
67.22;109.56
54.06;113.37
42.27;97.72
29.98;86.51
32.53;68.71
29.64;55.03
-28.73;14.62
78.59;-61.79
115.30;-48.29
141.46;-21.44
162.50;18.53
170.44;49.97
177.16;84.62
100.18;76.36
88.73;79.17
83.25;81.14
66.02;79.73
40.19;107.42
31.55;94.63
33.96;78.90
34.84;67.06
-37.46;22.80
-11.90;-5.29
76.36;-47.47
122.69;-27.40
146.36;-0.12
165.12;28.65
79.05;90.94
71.97;95.45
-87.18;-329.33
-45.58;-336.26
-21.88;-235.14
-18.28;-225.11
-18.27;-215.99
-10.54;-208.22
52.07;-173.31
42.22;-139.40
-112.80;-119.55
-131.76;-152.01
-152.88;-196.02
-141.78;-231.37
-114.51;-266.42
109.57;-343.56
114.47;-331.62
140.58;-321.21
135.87;-302.03
130.09;-290.75
85.89;-310.83
101.06;-270.48
79.19;-269.52
60.73;-263.98
42.76;-258.84
-18.00;-255.59
12.38;-301.30
-30.12;-383.60
33.94;-372.19
62.73;-362.25
79.62;-328.29
98.37;-377.07
-236.35;-559.46
-209.44;-576.73
-190.17;-622.10
-148.66;-625.44
-115.96;-573.93
-95.64;-554.79
-78.71;-532.42
-71.19;-504.83
-70.14;-475.09
-72.33;-440.49
-108.17;-413.42
-148.74;-387.50
-179.96;-441.45
-191.80;-458.85
-201.75;-472.89
-213.25;-487.31
-268.38;-511.85
-109.09;-613.60
-81.30;-597.63
-61.60;-537.68
-163.88;-548.76
-149.73;-632.33
