120.22;0.00
113.29;12.27
149.94;44.54
129.19;62.80
100.23;60.76
79.78;-64.16
101.86;-63.48
119.91;-50.63
143.93;-30.67
110.70;20.77
102.67;31.06
96.24;76.94
71.41;66.02
52.37;55.81
113.44;-53.03
131.55;-40.62
140.96;-20.59
159.11;10.44
-109.05;123.86
-112.42;111.22
-109.99;95.11
-104.95;84.86
-98.83;75.15
-28.90;177.36
-72.10;116.91
-79.95;121.28
-79.01;107.25
-79.78;104.39
-82.75;103.43
-114.79;93.85
-105.89;83.98
-94.53;74.02
-25.08;185.14
-54.11;201.05
-79.21;132.40
-84.12;115.30
-82.00;102.45
-82.82;100.11
-105.36;79.17
-90.92;72.36
-80.64;68.46
-66.40;199.11
-99.34;199.88
-92.35;127.91
-89.29;110.25
-51.88;75.64
33.75;160.25
-79.47;97.78
-78.68;95.39
-82.34;51.82
-65.34;69.31
-80.77;98.40
-80.22;98.74
-79.35;97.90
-78.81;96.60
-78.26;94.32
-76.52;63.06
-62.26;71.57
-131.82;186.44
-156.31;163.51
-175.21;123.10
-90.95;98.02
164.22;142.72
156.84;154.67
151.31;161.49
141.26;169.74
105.03;250.15
137.44;59.29
156.05;77.47
174.42;90.60
192.85;107.54
170.14;32.43
179.68;41.85
184.22;49.00
187.36;60.78
277.88;78.48
209.37;93.69
145.16;61.92
148.50;60.34
151.57;56.67
319.29;141.71
270.34;135.39
261.25;147.11
243.95;183.65
208.44;218.37
267.94;46.83
265.43;80.52
269.36;92.12
272.64;106.38
580.40;257.88
581.87;291.42
558.48;339.26
513.09;243.48
536.93;181.00
557.68;184.45
587.58;192.20
627.58;226.60
355.09;-115.13
379.92;-122.95
415.08;-120.57
442.89;-99.30
459.62;-79.29
