57.59;0.00
62.44;0.00
62.14;13.95
60.05;28.38
88.37;68.91
60.95;93.56
18.17;72.29
-6.18;72.64
-30.30;68.57
-70.08;75.65
-119.88;64.32
-128.17;20.86
-150.79;-25.86
-154.19;-84.43
-12.91;-68.30
2.07;-60.88
21.62;-56.56
43.04;-51.49
82.68;-49.94
105.03;-22.64
111.01;-11.48
152.08;46.15
124.84;63.81
94.09;67.57
67.16;55.64
48.10;41.06
26.81;34.01
-23.49;35.26
-54.73;3.89
-90.31;-45.50
-88.38;-106.55
49.54;-97.80
76.90;-87.60
98.13;-77.82
117.29;-66.99
134.43;-61.52
77.61;-104.25
86.65;-106.37
92.72;-98.69
116.81;-114.88
124.33;-95.55
138.01;-79.73
112.23;-62.29
104.89;-56.45
102.20;-45.79
97.68;-32.42
116.15;46.64
76.99;46.56
44.94;26.06
18.35;8.36
-6.74;-12.00
-51.78;-33.64
-98.24;-80.26
-92.88;-139.84
51.90;-125.51
11.72;125.43
6.48;116.53
0.41;106.52
-5.05;97.51
-10.03;91.15
-16.45;78.26
-68.32;32.97
-60.02;-10.38
-24.21;-33.14
13.87;-98.89
114.46;19.81
130.07;39.59
137.77;76.46
139.11;114.78
132.80;140.49
118.52;163.01
99.12;181.28
90.03;191.90
78.57;199.68
65.88;205.33
47.57;187.19
25.85;94.88
-52.08;-105.44
-43.23;-167.39
-11.57;-164.15
8.00;-155.80
33.31;-136.43
89.85;-126.53
91.02;-81.10
86.45;-38.71
70.37;0.93
45.14;37.73
-4.14;31.03
-39.10;20.24
-66.21;7.75
-83.13;-14.72
-110.01;-25.35
-137.24;-47.22
-42.66;-71.60
-41.45;-72.61
-42.05;-74.00
-42.34;-73.01
-41.17;-72.48
-40.84;-72.68
-41.07;-73.26
-42.92;-76.60
-48.59;-90.73
-51.43;-156.27
-31.32;-110.02
7.64;-153.47
32.98;-135.03
49.02;-108.02
99.62;-80.58
88.41;-37.05
68.57;1.05
52.02;24.68
3.17;56.51
-27.99;39.12
-59.70;17.03
-83.55;-0.45
-104.26;-18.87
-120.33;-42.21
-137.63;-70.35
-56.98;-42.01
-90.71;-5.96
-101.86;-19.92
-111.86;-34.48
-118.21;-51.09
-122.46;-77.96
-43.75;-71.47
-41.87;-71.81
-39.53;-72.55
-5.76;-179.38
-12.35;-106.73
-3.09;-94.94
54.74;-96.57
55.40;-64.64
56.63;-30.88
63.79;19.82
27.27;45.29
-13.68;60.63
-57.89;65.68
-39.85;-70.88
-37.82;-72.80
-7.97;-102.28
0.81;-89.53
53.39;-82.78
59.87;-61.61
55.16;-28.33
67.36;27.04
25.24;47.16
-15.58;62.34
-59.33;64.50
-102.37;53.32
-158.31;45.71
-118.96;-31.12
-118.54;-59.54
-116.93;-94.69
-106.47;-120.19
-42.40;-71.10
141.55;95.09
137.26;102.49
124.26;102.36
113.34;111.61
76.19;170.52
53.19;162.90
34.80;131.79
24.39;100.83
19.78;69.75
21.39;37.38
-1.01;-22.34
60.38;-15.75
92.09;-27.00
125.34;-29.26
159.19;-24.12
189.27;-6.07
217.82;18.45
247.95;52.05
286.50;103.77
