123.54;0.00
118.43;11.93
111.90;21.97
112.16;-27.25
119.74;-16.65
-126.79;-185.28
-135.94;-246.82
-103.12;-218.40
-156.22;-158.10
-176.39;-183.62
-312.45;-57.66
-251.26;-85.07
-246.85;-87.08
-290.66;20.90
-246.89;-91.63
-246.56;-94.32
-240.77;-155.41
-339.80;-96.68
-327.62;-125.41
-270.56;149.47
-281.71;143.12
-291.91;131.46
-217.03;174.56
-243.30;178.93
-298.42;118.16
-299.46;107.24
-357.05;56.54
-297.76;159.68
-352.76;179.03
-298.56;103.39
-293.45;89.49
-348.42;160.96
-375.88;134.97
-276.67;151.92
-283.60;146.80
-315.93;161.80
-323.70;149.09
-208.98;216.51
